"TITLE:   Sequence Time V1-A6 
"
Num,Reel,Tracks,Type,Src In,Src Out,Dst In,Dst Out,Src Dur
000001,PC4_02.08.2019_B_05-57-26,V,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000002,PC4_02.08.2019_B_05-57-26,A,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000003,PC4_02.08.2019_B_05-57-26,A2,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000004,PC4_02.08.2019_B_05-57-26,A3,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000005,PC4_02.08.2019_B_05-57-26,A4,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000006,PC4_02.08.2019_B_05-57-26,A5,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000007,PC4_02.08.2019_B_05-57-26,A6,C,06:00:17:17,06:06:49:14,10:00:00:00,10:06:31:22,00:06:31:21
000008,PC4_02.08.2019_B_05-57-26,A,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000009,PC4_02.08.2019_B_05-57-26,A2,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000010,PC4_02.08.2019_B_05-57-26,A3,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000011,PC4_02.08.2019_B_05-57-26,A4,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000012,PC4_02.08.2019_B_05-57-26,A5,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000013,PC4_02.08.2019_B_05-57-26,A6,C,06:08:47:05,06:12:48:16,10:06:31:22,10:10:33:08,00:04:01:10
000014,PC4_02.08.2019_B_05-57-26,V,C,06:08:47:05,06:27:40:20,10:06:31:22,10:25:25:12,00:18:53:14
000015,PC4_02.08.2019_B_05-57-26,A,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000016,PC4_02.08.2019_B_05-57-26,A2,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000017,PC4_02.08.2019_B_05-57-26,A3,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000018,PC4_02.08.2019_B_05-57-26,A4,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000019,PC4_02.08.2019_B_05-57-26,A5,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000020,PC4_02.08.2019_B_05-57-26,A6,C,06:00:17:17,06:09:56:00,10:10:33:08,10:20:11:16,00:09:38:07
000021,PC4_02.08.2019_B_05-57-26,A4,C,06:22:26:24,06:25:01:03,10:20:11:16,10:22:45:20,00:02:34:03
000022,PC4_02.08.2019_B_05-57-26,A5,C,06:22:26:24,06:25:01:03,10:20:11:16,10:22:45:20,00:02:34:03
000023,PC4_02.08.2019_B_05-57-26,A6,C,06:22:26:24,06:25:01:03,10:20:11:16,10:22:45:20,00:02:34:03
000024,PC4_02.08.2019_B_05-57-26,A,C,06:22:26:24,06:27:40:20,10:20:11:16,10:25:25:12,00:05:13:20
000025,PC4_02.08.2019_B_05-57-26,A2,C,06:22:26:24,06:27:40:20,10:20:11:16,10:25:25:12,00:05:13:20
000026,PC4_02.08.2019_B_05-57-26,A3,C,06:22:26:24,06:27:40:20,10:20:11:16,10:25:25:12,00:05:13:20
000027,PC4_02.08.2019_A_05-57-26,A4,C,06:00:17:17,06:01:23:20,10:22:45:20,10:23:51:23,00:01:06:02
000028,PC4_02.08.2019_A_05-57-26,A5,C,06:00:17:17,06:01:23:20,10:22:45:20,10:23:51:23,00:01:06:02
000029,PC4_02.08.2019_A_05-57-26,A6,C,06:00:17:17,06:01:23:20,10:22:45:20,10:23:51:23,00:01:06:02
000030,PC4_02.08.2019_B_05-57-26,A5,C,06:26:07:06,06:30:24:19,10:23:51:23,10:28:09:11,00:04:17:12
000031,PC4_02.08.2019_B_05-57-26,A6,C,06:26:07:06,06:30:24:19,10:23:51:23,10:28:09:11,00:04:17:12
000032,PC4_02.08.2019_B_05-57-26,A4,C,06:26:07:06,06:37:05:03,10:23:51:23,10:34:49:20,00:10:57:21
000033,PC4_02.08.2019_E_05-57-26,A,C,06:00:17:17,06:06:11:15,10:25:25:12,10:31:19:10,00:05:53:22
000034,PC4_02.08.2019_E_05-57-26,A2,C,06:00:17:17,06:06:11:15,10:25:25:12,10:31:19:10,00:05:53:22
000035,PC4_02.08.2019_E_05-57-26,A3,C,06:00:17:17,06:06:11:15,10:25:25:12,10:31:19:10,00:05:53:22
000036,PC4_02.08.2019_E_05-57-26,V,C,06:00:17:17,06:09:42:00,10:25:25:12,10:34:49:20,00:09:24:07
000037,PC4_02.08.2019_C_05-57-26,A5,C,06:00:17:17,06:03:41:07,10:28:09:11,10:31:33:01,00:03:23:14
000038,PC4_02.08.2019_C_05-57-26,A6,C,06:00:17:17,06:03:41:07,10:28:09:11,10:31:33:01,00:03:23:14
000039,PC4_02.08.2019_B_05-57-26,A,C,06:00:17:17,06:02:06:06,10:31:19:10,10:33:07:24,00:01:48:13
000040,PC4_02.08.2019_B_05-57-26,A2,C,06:00:17:17,06:02:06:06,10:31:19:10,10:33:07:24,00:01:48:13
000041,PC4_02.08.2019_B_05-57-26,A3,C,06:00:17:17,06:02:06:06,10:31:19:10,10:33:07:24,00:01:48:13
000042,PC4_02.08.2019_B_05-57-26,A5,C,06:33:48:09,06:37:05:03,10:31:33:01,10:34:49:20,00:03:16:18
000043,PC4_02.08.2019_B_05-57-26,A6,C,06:33:48:09,06:37:05:03,10:31:33:01,10:34:49:20,00:03:16:18
000044,PC4_02.08.2019_D_05-57-26,A,C,06:00:17:17,06:01:59:13,10:33:07:24,10:34:49:20,00:01:41:20
000045,PC4_02.08.2019_D_05-57-26,A2,C,06:00:17:17,06:01:59:13,10:33:07:24,10:34:49:20,00:01:41:20
000046,PC4_02.08.2019_D_05-57-26,A3,C,06:00:17:17,06:01:59:13,10:33:07:24,10:34:49:20,00:01:41:20
000047,PC4_02.08.2019_D_05-57-25,A3,C,05:00:17:17,06:01:59:13,10:33:07:24,10:34:49:20,00:01:41:20

"
"
Clip,Num,Earliest,Latest,Shortest,Longest,Total
PC4_02.08.2019_A_05-57-26,3,06:00:17:19,06:01:23:22,00:01:06:02,00:01:06:02,00:03:18:06
PC4_02.08.2019_B_05-57-26,34,06:00:17:19,06:37:05:03,00:01:48:14,00:03:16:20,03:21:31:16
PC4_02.08.2019_C_05-57-26,2,06:00:17:19,06:03:41:07,00:03:23:15,00:03:23:15,00:06:47:04
PC4_02.08.2019_D_05-57-25,1,05:00:17:19,06:01:59:14,00:01:41:22,00:01:41:22,00:01:41:22
PC4_02.08.2019_D_05-57-26,3,06:00:17:19,06:01:59:14,00:01:41:22,00:01:41:22,00:05:05:15
PC4_02.08.2019_E_05-57-26,4,06:00:17:19,06:09:42:00,00:05:53:24,00:09:24:07,00:27:06:04
